App_Name,date,text,rating,variation,predicted_sentiment
Apple iPhone XR (64GB) - Black,06-10-2019,delivered 2 days thanks amazon prime,5,white,positive
Apple iPhone XR (64GB) - Black,19-08-2019,best iphone coming iphone 6 xr blown mind away pros n cons phone,5,green,positive
Apple iPhone XR (64GB) - Black,30-10-2019,phone working phone autotyping eventually frozen screen bought 15th oct barely used days support amazon replacement defective piece one thing note received piece locked bag however qr code bag delivery boy scans code bag delivery center sent qr code whatsapp phone,1,yellow,negative
Apple iPhone XR (64GB) - Black,04-11-2019,indeed great phone month usage say following,5,black,positive
Apple iPhone XR (64GB) - Black,06-03-2020,call want see screen takes time turn want disconnect add another call frst wait screen turn irritating one ’ even press home button xr even aftr pressing power key screen ’ turn immediately nd pressing twice results disconnection call 😤😤,3,red,negative
Apple iPhone XR (64GB) - Black,04-11-2019,thank u amazon letting hv phone 40k everything ab phone exceptional change battery excellent camera good dual sim capabilities phone sure winner 11 phone dual camera 20k higher ’ make sense buy iphone 11,5,purple,positive
Apple iPhone XR (64GB) - Black,11-10-2019,ios 13 failed attempt apple phone doesnt smooth wifi network connectivity worse phones half cost absolute disappointment even older phones like 5s 6s dont show network issues iphone xr issues apple support clueless cant solve issue disappointed apple product else good phones connectivity important thing phone atrocious avoid u,1,white,negative
Apple iPhone XR (64GB) - Black,18-01-2020,’ happy apple product except call records ’ find app suits ios xr store rest everything works well,5,green,positive
Apple iPhone XR (64GB) - Black,14-02-2020,everything xr works extremely well problem faced kind manufacturing defect camera lensthe photos shot black spot kind smokyits visible something bright like sky white wall shotalsoi ’ wiped camera glass many times ’ camera inside lensguysphone quite good careful purchasing happen anyone,4,yellow,positive
Apple iPhone XR (64GB) - Black,04-07-2019,using iphone xr ab week impressed purchase phone met expectations facts,5,black,positive
Apple iPhone XR (64GB) - Black,11-01-2020,great battery life iphone,5,red,positive
Apple iPhone XR (64GB) - Black,27-07-2019,pros good screen resolution camera quality battery back good good screen size,4,purple,positive
Apple iPhone XR (64GB) - Black,12-12-2019,purchased phone apple iphone xr 128gb black amazone deewali sale working fine issues far installation configuration pretty easy previous phone also iphone checked verified product genuine one convenience part copying contacts photos audio video files took less 2 min overall phone good got around 50k credit card refund fer 25k back 3 months ’ receive refund far spoke bank advised get touch amazon sure reach,3,white,positive
Apple iPhone XR (64GB) - Black,02-07-2019,bit skeptical ab buying amazon happy sayno regrets purchase works exactly advertised absolutely issues great battery life nice photos variants latest iphone oled screen one lcd screen dont think making difference screen quality excellent overall satisfied purchase,5,green,positive
Apple iPhone XR (64GB) - Black,11-08-2019,first time ios user shifted android ios finally,5,yellow,positive
Apple iPhone XR (64GB) - Black,03-11-2019,reviewing device months usage,5,black,positive
Apple iPhone XR (64GB) - Black,09-10-2019,battery life 5 hour heating muchamazon se na kharide phone sayed discount ke naam pe refurbished phone dete hainiphone heating problem samanya nahi hainmera phone change kardo amazonwale,1,red,negative
Apple iPhone XR (64GB) - Black,08-10-2019,nice phone got rs44000 discountwith cost emi amazon icici credit card red beautiful battery back good last one day case performance quality finish awesome got update ios13 amazon super fast delivery 14hrs phone covered innovative tamper pro packaging code otp provided sms delivery code matched code packaging,5,purple,positive
Apple iPhone XR (64GB) - Black,15-07-2019,theres fingerprint sensor iphone x seriesface lock works good even dark display good fully visible doors nice battery backup dual sim makes awsome ie one e sim normal one may pay nominal fee esim operator currently jio airtel support esimso please consider,5,white,positive
Apple iPhone XR (64GB) - Black,02-10-2019,received product slight scratch camera edges easily noticeable,1,green,negative
Apple iPhone XR (64GB) - Black,02-02-2020,1st iphone liked difficulty find ’ get much variety cases cover model use hands handle phone size skin purchased sell rs 46k nov 19 prefer volume keys right hand side music aux cable top makes mobile easy handle operate,4,yellow,positive
Apple iPhone XR (64GB) - Black,24-10-2019,purchased mobile gift son started 23rd oct found functions mobile working disapointment could return showing option return period valid could return,1,black,negative
Apple iPhone XR (64GB) - Black,09-11-2019,bought product red iphone xr great indian amazon sale exchange 3 year old iphone 7 got 128 gb version ₹ 40k,5,red,positive
Apple iPhone XR (64GB) - Black,06-11-2019,best value money apple device right got iphone xr 38k steal price totally worth apple fanboy use oneplus 7 along device tare smoothness unmatchable camera great brand value superb main cons slow charger takes almost 3hr complete charge display also good flataccurate colours like saturated one 1 7 quality nice closer 1080 full hd panel 45k best apple device get display main priority oneplus 7t better overall device along fast charging price range,5,purple,positive
Apple iPhone XR (64GB) - Black,28-04-2019,checked imei apple got phone genuine,5,white,positive
Apple iPhone XR (64GB) - Black,02-10-2019,hi purchased phone 27th sep prime member got product 30th sep created apple pass word since morning next day product received today 1st oct 2019 single day even completing 24 hours getting hang took time almost 4 hours unlock device even though able unlock screen,1,green,negative
Apple iPhone XR (64GB) - Black,01-03-2020,using phone ab 5 months used 5s 6s plus phone definitely big big upgrade former models ’ brilliant every possible way two main concerns earlier iphones battery life secondary sim card ’ happy finally apple heard us released beast might wonder ab thick bezels lcd display phone bet ’ notice get along phone wonder xr best selling smartphone worldwide battery life excellent enough reviews go ’ regret point time,5,yellow,positive
Apple iPhone XR (64GB) - Black,04-10-2019,superb smartphone price range bought k20 pro days back wanted get iphone got early prime member sale amazing price everything perfect except camera shows yellowish pictures everytime rest battery screen performance needed ’ let thanks amazon apple timely delivery best product,5,black,positive
Apple iPhone XR (64GB) - Black,07-03-2020,everything awesome except battery,4,red,positive
Apple iPhone XR (64GB) - Black,19-07-2019,seem genuine product phone goes completely silent many times restart seller genuine better go sellers fline,1,purple,negative
Apple iPhone XR (64GB) - Black,29-01-2020,really super experiencesimply best qualitysince 10 eyrs used android feeling ios iphone qualitybefore used samsung s9plus bought 65k ’ awailable 28k means 25k worth product sold 65kso final openion shift ios iphone xr value money,5,white,positive
Apple iPhone XR (64GB) - Black,22-06-2019,best battery life amongst current iphoneslightning fast current a12 processorspecs almost par iphone xsxs maxexcept camera display allexcellent pricevalue equation,5,green,positive
Apple iPhone XR (64GB) - Black,21-11-2019,purchase amazon festive sale 40000 great one buy 50000 price also amazing,5,yellow,positive
Apple iPhone XR (64GB) - Black,27-10-2019,im regular amazon buyer many years nowgot first iphone xr delivered 7102019but sorry inform stopped working 21102019amazon delivered apple phone trusted brand worlddont know whose fault isi contacted apple authorised service centre ie icare mobile bangaloreand im waiting replymy trust amazon affected,1,black,negative
Apple iPhone XR (64GB) - Black,25-10-2019,product good bought apple store amazon delivered good suspect good quality product amazon delivered sale month one day iphone abruptly went f nd able,1,red,negative
Apple iPhone XR (64GB) - Black,22-07-2019,beautiful phonevery long battery life superb camera qualitythanks lot amazon great discount prime day sale n making affordable happy purchase😊😊😊,5,purple,positive
Apple iPhone XR (64GB) - Black,22-07-2019,phone little big handling single handed might problem size matters display face recognition awesome,5,white,positive
Apple iPhone XR (64GB) - Black,09-05-2019,still great iphone xr great phone upgraded iphone 8 n totally satisfied yellow beautiful colour con side bezels n aluminium frame colour,4,green,positive
Apple iPhone XR (64GB) - Black,07-08-2019,good battery backup far little bit heavy compared previous version face unlock feature bit irritating sometimes gets unlocked sometimes u ’ wan na,5,yellow,negative
Apple iPhone XR (64GB) - Black,16-02-2020,well ’ writing review 3months usage,4,black,positive
Apple iPhone XR (64GB) - Black,25-08-2019,writing review 1 week usage purchased 128 gb version freedom sale 57k confused one plus 7 pro iphone xs xr must admit turned good decision classy product feels premium hand compared devices price range features phones boast ab hardly used day day life unless avid gamer screen size perfect quality bad highlighted reviews ube battery life excellent camera good phone waterpro performance excellent a12 bionic processor,5,red,positive
Apple iPhone XR (64GB) - Black,26-07-2019,used apple hater phone ever matches gaming optimisation iphone xrxsxs max devices a12 bionic chip beat android devices graphics rendering performance doubt people complaining ab display basically 828p trust ’ even notice difference proper 1080p screen one fact screen looks better 1080p mobile phone screens thanks liquid retina display technology uses camera amazing aspects one best smartphone market ’ click portraits detecting human face ps download app named halide appstore click non human portraits,5,purple,positive
Apple iPhone XR (64GB) - Black,24-08-2019,2 weeks usages giving review,5,white,positive
Apple iPhone XR (64GB) - Black,11-05-2019,good phone priced better considered low value money otherwise,5,green,positive
Apple iPhone XR (64GB) - Black,02-03-2020,best budget phone apple better image stabilisation similar iphone xs battery life extremely competitive one plus batterys lifetime,4,yellow,positive
Apple iPhone XR (64GB) - Black,23-11-2019,one best iphone ever features fabulous battery life excellent average lasts 10 hrs extensive phone user includes data usage voice calling bit heavy comparison iphones android phones might ’ trick ’ good battery life ’ give 1010,5,black,positive
Apple iPhone XR (64GB) - Black,01-06-2019,camera quality good excepted forms grams captures evident pictures projected monitor tv screen battery life superb goes 36 hours normal usage hits 20 low face recognition perfect,4,red,positive
Apple iPhone XR (64GB) - Black,10-10-2019,everything else quite well except battery consumption lie promised service upto 25 hrs talktime wireless upto 16 hrs video streaming wireless,2,purple,negative
Apple iPhone XR (64GB) - Black,03-11-2019,hi device good everything people look price segment used i11 xr 11 best new processor rest xr also good option,5,white,positive
Apple iPhone XR (64GB) - Black,03-10-2019,received product 1 jul 2019 since experiencing difficulty wifi connections taking time connect connecting spontaneously detecting wifi connections face id working properly taking time detect thinking amazon sold one damaged product bad experience costly mobile ordered amazone,4,green,negative
Apple iPhone XR (64GB) - Black,08-08-2019,gotthe product today heating fast also connecting android equipment performing trying upload cloud etc connectivity issues amazon says refund theprocess cancelling buy orders,2,yellow,negative
Apple iPhone XR (64GB) - Black,30-09-2019,using x 64gb last 2 yrs apart oled display things pretty much,5,black,positive
Apple iPhone XR (64GB) - Black,28-08-2019,awesome,5,red,positive
Apple iPhone XR (64GB) - Black,01-11-2019,iphone xr brilliant perfect value money phone giving specs latest iphone reasonable price packs display screen pixel density iphone 11 difference camera upgrade 13 bionic processor rest almost everything excellent battery life display iphone xr white colour looks simple sober classy unlike dull creamy white xs xs max last year good phone thoroughly satisfied,5,purple,positive
Apple iPhone XR (64GB) - Black,16-10-2019,phone really featurerich,4,white,positive
Apple iPhone XR (64GB) - Black,04-10-2019,terrific purchase initially heating issue updating tware gone working excellent,5,green,positive
Apple iPhone XR (64GB) - Black,03-10-2019,coming iphone 8 really didnt need upgradebut believe noti flatteredgot stellar deal 40k 128gbcamera good iphone 8overall still cant beat beast samsung galaxy s10 plusbut clichean iphone iphone,5,yellow,positive
Apple iPhone XR (64GB) - Black,21-10-2019,worried little oversized 61 inch fits well battery backup good one full charge keeps running 15 days tested camera yet got good deal 46k blue colour looks good,5,black,positive
Apple iPhone XR (64GB) - Black,26-07-2019,third class screen resolution poor door visiblity network issue dual sim wifi dropspeed issue slow dataltr issueslow charger included takes ages full charge,1,red,negative
Apple iPhone XR (64GB) - Black,14-10-2019,writing review two months usage,4,purple,positive
Apple iPhone XR (64GB) - Black,04-11-2019,great battery life getting battery life almost upto 2 days,4,white,positive
Apple iPhone XR (64GB) - Black,27-10-2019,skeptical first people mentioned received fake defective products case product genuine checked ’ serial number apple website difference performance compared people bought stores,5,green,negative
Apple iPhone XR (64GB) - Black,02-09-2019,say ab night vision camera good battery literally gets drain use mobile data longer time yes admit use mobile data wifi battery life longer face recognition fast thinking compare brands features loved iphone regardless little issues,4,yellow,positive
Apple iPhone XR (64GB) - Black,28-11-2019,performance good working features main point battery backup phone minimun 1 12 day another amazing think got heating phone playing games like pubg mobilecwc2 etcalso measure think comparison ios android ios best performance,5,black,positive
Apple iPhone XR (64GB) - Black,12-12-2019,overall good product battery backup little bit good compared iphone models camera okay seen mostly noise photossound quality usual awesome ’ tried underwater test tried splash test ’ mark upon splash pro using since last 3 months ’ face problemgo 4 it👍🏻,4,red,positive
Apple iPhone XR (64GB) - Black,25-01-2020,switched iphone xr mi a2,5,purple,positive
Apple iPhone XR (64GB) - Black,24-01-2020,amazon people least bothered giving defective productsuch costly product wonder give defective apple product customer run around thatamazon ask contact apple support center submit contact apple customer care ask contact amazon goes around like thatafter submitting apple amazon people relectuent take back 5 days solutionplease dont buy iphones amazonworst experience,1,white,negative
Apple iPhone XR (64GB) - Black,15-07-2019,one week since bought completely satisfied product screen quite big problem charger takes 3 hours charge phone 100 otherwise everything else worth price paying,5,green,positive
Apple iPhone XR (64GB) - Black,02-11-2019,bought iphone xr great indian sale amazon product perfectly delivered time buying amazon safe get genuine products always,5,yellow,positive
Apple iPhone XR (64GB) - Black,23-10-2019,guys wud suggest u buy phone site one received nt best conditionit ’ sensor nt working properly n hangs times n received phone 15 days back,3,black,positive
Apple iPhone XR (64GB) - Black,29-02-2020,never used iphone always sceptical ab going ios android using phone say ios par android,5,red,negative
Apple iPhone XR (64GB) - Black,12-10-2019,red beast first iphone experience iphone xr smooth awesome got 38k many many thanks amazon battery performance good normal usage gives around 24hrs backup heavy usage 1213 hrs backup u definitely get charging adapter box pathetic ordered 12w fast charger 1k amazon smart choice get iphone xr 40k iphone 11 59 k including hdfc bank fer saved money u buy different apple accessories overall first iphone experience awesome,5,purple,positive
Apple iPhone XR (64GB) - Black,15-01-2020,first ios,4,white,positive
Apple iPhone XR (64GB) - Black,29-09-2019,even completed 1 yr product price reduced drastically decrease price extend need compensation amazon shall take necessary actions,1,green,negative
Apple iPhone XR (64GB) - Black,07-04-2019,got superb deal fact way cheaper mu prev 7plus got back late 2016 face id works like charm display seems great normal usage,5,yellow,positive
Apple iPhone XR (64GB) - Black,04-10-2019,5 days uselove iphone xr red premium top class phonegot 38 kworth itcamera classy superbwith depth control featurevery smoothdisplay goodbit battery little low compared iphone goodbattery standby 10 hr onscreen time 8h 30m always data usage fb ube apps face unlock quickover love iphone xrupgraded iphone se xrso battery much better me🥳🙏🏻,5,black,positive
Apple iPhone XR (64GB) - Black,05-11-2019,first apple product purchase prior mentality regarding apple product like value money company started using phone premium fell sooth buttery flow type interface way better android happy use phone,4,red,positive
Apple iPhone XR (64GB) - Black,16-08-2019,great phone gamer ’ care ab hardware stuff pro photographer pictures shoot epic loud person speakers low volume work perfectly battery life great like apple phones display eyes like apple interface best nothing much say ab,5,purple,positive
Apple iPhone XR (64GB) - Black,05-10-2019,used day awesome phone snappy fluid use battery backup pretty good around 8 hours screenon time continouse dataon ube 15 hrs using 18w adapter charges fast brought 35mm jack connector lightening separately rest good review days thanks,5,white,positive
Apple iPhone XR (64GB) - Black,27-10-2019,dont like features iphone xr paying huge amount battery drained fast side buttons comfortable holding hands pressed automatically knowing onetwo times automatically dialed number pocket think old version iphones much better phone wants return phone dont find option amazon anyone please suggest return bought 28 days,2,green,negative
Apple iPhone XR (64GB) - Black,01-11-2019,fingerprint reader phone replaced face recognition works fine user interface earlier iphone excellent coming battery lifeit simply amazing,5,yellow,positive
Apple iPhone XR (64GB) - Black,29-11-2019,second time shifted apple time one plus 5t speed wise battery wise photo video quality wise fast charging everything one plus better xr hangs also sometimes receiving calls never case one plus,3,black,positive
Apple iPhone XR (64GB) - Black,05-11-2019,received original iphone sealed package price best possible iphone market look feel great fast responsive using camera quality 5star portrait pics crisp clear watched 4k hdr videos iphone stunningly beautiful tru color deep contrast display amazing iphone thanks amazon,5,red,positive
Apple iPhone XR (64GB) - Black,07-10-2019,item faulty make sure first,1,purple,negative
Apple iPhone XR (64GB) - Black,24-10-2019,using phone since last 20 daysfirst time ios userspending much money worth purchased 4300000purchased used apple beforethose r buying apple logopl dont gothose r enthusiastic technology must go iti simple user technical camera orienteda simple redmi useri saying phone bad doe dont much usage regards unique features avoid,4,white,negative
Apple iPhone XR (64GB) - Black,03-05-2019,amazing,5,green,positive
Apple iPhone XR (64GB) - Black,10-11-2019,main purpose phone make receive calls right phone defective microphone call quality damn poor speak close microphone person hear feature works quite well photos even poco f1 takes better pictures applez brand nokia blackberry,2,yellow,negative
Apple iPhone XR (64GB) - Black,26-11-2019,using one month best camera battery backup,4,black,positive
Apple iPhone XR (64GB) - Black,05-10-2019,browsed lot ab phone saying lcd display older,5,red,positive
Apple iPhone XR (64GB) - Black,14-08-2019,serious problem lower mic spending money faulty crap two months finally feel biggest c india buying iphone fragile product connectivity issue tware issue restrictions type minor issues build causing serious issue think waste ya hard earned money apple products degrading quality keep stocks shares,1,purple,negative
Apple iPhone XR (64GB) - Black,25-02-2020,good deal worth buying iphone customers non iphone user please dont buy find worthy premium product good feels better hand superb quality,5,white,positive
Apple iPhone XR (64GB) - Black,04-12-2019,bought white 64gb variantlooks premium large screenbeing lcd screen far much better phones competitionu get ab 56gb usable storage quite ok minimal userperformance amazing camera quality averagemust buy looking budget iphone specially fers,5,green,positive
Apple iPhone XR (64GB) - Black,01-09-2019,well apple products deliver quality apple phone xr another fine product bought days back lowest model iphone x series well specs lcd screen really feel priced thats reason gets one star less,4,yellow,positive
Apple iPhone XR (64GB) - Black,20-01-2020,happy phone initially scared buy expensive reviews making go doubt product came good conditionphone superb thank amazon fast reliable service,5,black,positive
Apple iPhone XR (64GB) - Black,06-03-2020,giving review months use phone apple never disappoints shifted google phone apple bit difficult shift android ios used many hidden features u find tube camera awesome also learned extra tips photography ube awesome speed phone never disappoints loading full 64gb data phone overall phone awesome,5,red,positive
Apple iPhone XR (64GB) - Black,08-07-2019,’ good buying store plastic cover covers box cut small piece missing due bad handling may disappointing see box sealed ’ ok nothing complain,5,purple,negative
Apple iPhone XR (64GB) - Black,27-08-2019,satisfied one plus 6t picture customization better phone comparison ok battery life good iphones app size store less compared play store even 64 gb good,4,white,positive
Apple iPhone XR (64GB) - Black,13-09-2019,product adequate terms quality performance ’ screen creates problems eyes ie comfortable eyes bad product totally disappointing bad item delivered amazon heat problem iphone xr amazon sells fake iphones satisfied iphone also hanging problem,1,green,negative
Apple iPhone XR (64GB) - Black,15-10-2019,like xr review people yet graduate buying mobiles etc online first time heard sorts stuff amazon thank delivered tamper pro packing assurance ten day window return phone working fine,4,yellow,positive
Apple iPhone XR (64GB) - Black,30-05-2019,accessories packing good used apple products earlier packing accessories good quality seems apple degraded quality may ordered china matching standard apple,5,black,positive
Apple iPhone XR (64GB) - Black,25-10-2019,bad experience iphone xr many issues phone like click airdrop icon phone freezes force restart get working,2,red,negative
Apple iPhone XR (64GB) - Black,10-03-2019,quality best buy want quality best user friendly interface camera list goes best ’ u ’ think click buy wont regret yes u want 😉👍🏻,5,purple,positive
Apple iPhone XR (64GB) - Black,31-05-2019,excellent choice iphone family sad drop price around 10k 2 months purchase missed chance lucky new customers,5,white,positive
Apple iPhone XR (64GB) - Black,07-03-2020,used 1 month,4,green,positive
Apple iPhone XR (64GB) - Black,01-04-2020,happy phone xr mobile good comfortable mobile good battery health goood camera good processor pr ormence mobile completed phone good privacy ezy use u must,5,yellow,positive
Apple iPhone XR (64GB) - Black,25-02-2020,first iphone though ’ early give review ab phone bought recently till ’ impressed iphone xr go,4,black,positive
Apple iPhone XR (64GB) - Black,03-03-2020,well 2 months phone getting compliments first iphone ive bought say money youre paying phone mostly brand image,4,red,positive
Apple iPhone XR (64GB) - Black,03-10-2019,cant believe got phone rs 36000,5,green,positive
Apple iPhone XR (64GB) - Black,30-05-2019,bought around month back used writing review,5,yellow,positive
Apple iPhone XR (64GB) - Black,10-08-2019,3d camera working setup faceid always displaying face id available error neither front camera portrait working please help ’ clue go help,2,purple,negative
Apple iPhone XR (64GB) - Black,11-11-2019,positive aspect xr battery life usage 6 months downside weight especially upgrading iphone 6 7 quite heavy due big battery make sure upgrade ios 13 use feature optimise battery charging longevity battery,5,white,positive
Apple iPhone XR (64GB) - Black,27-01-2020,upgraded iphone 6 used 25 years iphone xr seems super smooth amazing speed still getting used absence home button using regular charger phone takes nearly 2 hours fully charge charge lasts 1 day regular usage phone slippery added spigen case well whole good iphone,5,red,positive
Apple iPhone XR (64GB) - Black,08-10-2019,amazing product fell love iphonein short tell product dam equal premium 4864 mega pixel camera phones marketeven bit morei got time low price 38000,5,yellow,positive
Apple iPhone XR (64GB) - Black,19-10-2019,flawless product really good product thanks amazon received perfect default mobile performance awesome upgraded iphone 6s xr feeling great enjoying new features face unlock others face unlocking fast quick compare android phone 5 ⭐️ side👍👍👌,5,black,positive
Apple iPhone XR (64GB) - Black,12-04-2019,product intact great packaging phone feels amazing ’ first time using iphone really think xr worth want iphone ’ burn deep hole pocket,5,green,positive
Apple iPhone XR (64GB) - Black,26-10-2019,’ first iphone totally happy one thing iphone xr best battery backup love performance redmi note 4 device previously 4 gb ram ’ performance mark surprised iphone handling kind performance 3 gb ram 🤔,5,purple,positive
Apple iPhone XR (64GB) - Black,10-11-2019,happy battery life rest everything fine,5,white,positive
Apple iPhone XR (64GB) - Black,06-11-2019,loving xr super value money camera quality really good screen size perfect watching videos ’ look bulky downside apple logo back black colour ’ visible naked eye prominently best iphone 6s model,5,red,positive
Apple iPhone XR (64GB) - Black,29-09-2019,bulky big perfect sized iphone display crisp clear smart hdr photos great steal deal rs 37999 special sale delivered within 22 hours ordering,5,green,positive
Apple iPhone XR (64GB) - Black,16-10-2019,got ₹37999 price best phone though little bulky heavy ’ fine,4,yellow,positive
Apple iPhone XR (64GB) - Black,15-08-2019,camera quality battery life best features phone fingerprint sensors drawbacks little bit heavy oneplus 5t never used lcd screen feeling odd worth money built strong iphone comes unnecessary apps delete later,5,black,positive
Apple iPhone XR (64GB) - Black,11-11-2019,excellent camera phone build finger print reader face id ur answer works great secure battery super better compared older iphones lasts 24 hrs calls music bluetooth devices connected browsing social media pretty satisfied far,5,purple,positive
Apple iPhone XR (64GB) - Black,05-10-2019,overall iphone xr far better x predecessors processor way fast others build quality awesome face recognition quick feel get holding superlike one suggestion apple must include fingerprint sensors effective security,5,red,positive
Apple iPhone XR (64GB) - Black,25-07-2019,bought 49999 sale totally worth im using iphone 1st time totally love iphone famous camera quality true problem doesnt fingerprint lock,5,white,positive
Apple iPhone XR (64GB) - Black,08-06-2019,’ using phone since week must say totally worth money go,5,green,positive
Apple iPhone XR (64GB) - Black,05-01-2020,device heating much little bit graphic works camera bad front camera matching quality ios totally disappointed device think sold defective peice name sale platform kind pr essionalism good believe much amazon later giving bulk amount order e commerce platform sorry comments hurts anyone,1,yellow,negative
Apple iPhone XR (64GB) - Black,09-02-2020,bought 2 iphone xr awesome ’ really say much phone makes statement,5,black,positive
Apple iPhone XR (64GB) - Black,25-09-2019,loved think thing lagging product oled screen issue quality lcd way good long obsessed every feature latest best go plus fering way better price definitely worth,5,purple,positive
Apple iPhone XR (64GB) - Black,09-10-2019,camera quality good 4 rear camera night awesome gives effect dslr front camera average quality grains taken photo apple camera gives natural effect photos,5,red,positive
Apple iPhone XR (64GB) - Black,12-08-2019,’ ab month using iphone xr enthusiastic ab buying phone,5,white,positive
Apple iPhone XR (64GB) - Black,05-03-2020,front camera deteriorating everyday front camera quality supper flop even worst den minimum range android phone rear camera also per face detector good finger print available hence facing problems time overall apple releases bad number variant,3,green,negative
Apple iPhone XR (64GB) - Black,02-10-2019,got 38k received within 2 day placing order apple face id secure way unlocking phone wouldnt get another phonecamera also top notch camera iphone xs got 2nd telephotowide angle lensoverall quite happy iphone xr,5,yellow,positive
Apple iPhone XR (64GB) - Black,25-11-2019,upgraded iphone 7 xr ’ really happy performance looks new features battery life awesome face recognition works perfectly even dark total value money goes saying apple product,5,black,positive
Apple iPhone XR (64GB) - Black,10-08-2019,’ happy say ’ authenticgenuine apple product definitely buy amazon actually gives better discounts resellers,5,red,positive
Apple iPhone XR (64GB) - Black,02-10-2019,received yesterday transferring data 7 plus took couple hours maybe net issues everything old phone came xr camera truly amazing go,5,purple,positive
Apple iPhone XR (64GB) - Black,19-11-2019,excellent devicevalue money already iphone 11 bought friend single difference compared iphone 11 phone displayperformanceeverything iphone 11 ’ pretty much satisfied,5,white,positive
Apple iPhone XR (64GB) - Black,14-09-2019,liked display camera quality response etc battery life great compared 5000 mih android phone 18 hours full charge,4,green,positive
Apple iPhone XR (64GB) - Black,29-10-2019,’ price dropped 39000discounts within 20 days purchased 52000 seemed cheated huge impact purchases site well apple manage things regarding otherwise lose credibility doubt product good huge fluctuations price ruined whole prospects product,1,yellow,negative
Apple iPhone XR (64GB) - Black,04-11-2019,every thing might looking iphone except oled screen camera good iphone xs limitations display big concern cant get better phone price range,4,black,positive
Apple iPhone XR (64GB) - Black,25-12-2019,amazing camera bright light average poor performance medium low light conditions great battery privacy protection understated advantage,5,purple,positive
Apple iPhone XR (64GB) - Black,11-10-2019,iphone xr delivers fast performance great cameras longer battery life flagship phones colorful affordable package,5,red,positive
Apple iPhone XR (64GB) - Black,18-10-2019,everything well checked warranty looks legitimate absolutely genuine product doubt bought yellow colour feels mango hand getting worthy case real challenge though,5,white,positive
Apple iPhone XR (64GB) - Black,17-02-2020,using iphone 6s oneplus 6 iphone xr 128gb juz awesome face recognition battery life user interface compared iphone 11 lesser cost size 4g,5,green,positive
Apple iPhone XR (64GB) - Black,01-10-2019,good iphone great price,5,yellow,positive
Apple iPhone XR (64GB) - Black,27-07-2019,phone good features switching android love using interface pure secure platform flawless running experience,5,black,positive
Apple iPhone XR (64GB) - Black,01-11-2019,excellent product 100 original bought iphone xr 128gb month october double minded buy product know online products never reach us perfectly assumption failed product,5,purple,negative
Apple iPhone XR (64GB) - Black,26-08-2019,one word forgot android lovely phone,5,red,positive
Apple iPhone XR (64GB) - Black,20-02-2020,phone beast manthe phones touch response awesome ios buttery smooth,5,white,positive
Apple iPhone XR (64GB) - Black,22-08-2019,first apple device terms phone phone totally worth every penny colour camera design sound quality everything way beyond perfection,5,green,positive
Apple iPhone XR (64GB) - Black,08-10-2019,got 38k ditched one plus 7t happy decision ya screen great feel difference coming 1440p display else great,5,yellow,positive
Apple iPhone XR (64GB) - Black,26-01-2020,great phone camera good battery good take much time charge company apple need give fast charger box one thing weight iphone xr little bit android phone wise phone greatgaming performance great😘,5,black,positive
Apple iPhone XR (64GB) - Black,01-10-2019,want say go got 39999 amazon great indian festival let tell arrived within 24 hours even though iphone 11 exact screen almost features except camera die hard camera fan go iphone 11 works,5,red,positive
Apple iPhone XR (64GB) - Black,02-02-2020,dont buy iphone amazon,1,purple,negative
Apple iPhone XR (64GB) - Black,09-02-2020,phone person need one really loved everything price range bybapple good product satisfied display display quality clearity poor 720p video play good blurry,4,white,positive
Apple iPhone XR (64GB) - Black,01-12-2019,thanks amazon got defective product first found scratches damage amazon always help got replaced quickly within days got brand new product like thank amazon seller also darshita electronics thinking buy iphone go darshita❤️,5,green,positive
Apple iPhone XR (64GB) - Black,05-10-2019,camera quality awesome battery backup soo great give whole day use smooth interfacein many reviews said display lcd got device relies even iphone lcd display great viewing display regrets buy iphone xr go guys,5,yellow,positive
Apple iPhone XR (64GB) - Black,01-10-2019,nothing say ab iphone ’ always best phone time thank amazon bringing cost affordable great indian sale says irresistible deal really irresistible deal,5,black,positive
Apple iPhone XR (64GB) - Black,22-03-2019,iphone xr good yet use features phone used iphone 5 6s lots new features available,5,purple,positive
Apple iPhone XR (64GB) - Black,04-12-2019,’ great phone cut stars camera developed problem 6 weeks apple fixed unexpected apple seller must ensure things ’ happen,4,red,positive
Apple iPhone XR (64GB) - Black,23-09-2019,phone conks f ’ think os take load 2 months ’ already acting sure problem device orders amazon,3,white,positive
Apple iPhone XR (64GB) - Black,26-10-2019,display 45,4,green,positive
Apple iPhone XR (64GB) - Black,08-11-2019,always thought buy iphone every time used think special iphone yes buying iphone xr say one replace starting battery life screen standard used one handed camera quality also good realise two three clicks iphone xr beast low price among iphone models,5,yellow,positive
Apple iPhone XR (64GB) - Black,06-06-2019,camera great,4,black,positive
Apple iPhone XR (64GB) - Black,11-11-2019,order placed 1 october 2019,4,red,positive
Apple iPhone XR (64GB) - Black,19-07-2019,pathetic product everyday reporting new issues going hang every time,5,purple,negative
Apple iPhone XR (64GB) - Black,24-10-2019,questions ab 🍎 affordability xr got price cut made affordable overall product quality awesome issue times hitech understand,5,white,positive
Apple iPhone XR (64GB) - Black,05-11-2019,apple ecosystem almost latest specs 40k,4,green,positive
